user_id,item_id,rating,review_text
1,250,5,Sản phẩm tốt ngoài mong đợi. shipper thân thiện.
1,147,1,"Làm mất hàng của tôi. gửi sai mẫu, sai màu."
1,71,3,Sản phẩm tốt ngoài mong đợi. vận chuyển rất ẩu.
1,161,3,Vận chuyển rất ẩu. pin rất trâu.
1,431,3,"Mẫu mã đẹp, y như hình. vận chuyển rất ẩu."
1,230,3,"Giao hàng hơi lâu một chút. cũng được, không có gì đặc sắc."
1,317,5,Shipper thân thiện. thiết kế sang trọng.
1,27,3,Chất lượng cũng bình thường. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
1,443,2,Hoàn toàn thất vọng. thời gian giao hàng chấp nhận được.
1,183,1,Vận chuyển rất ẩu. chất lượng quá tệ.
1,487,5,Shipper thân thiện. hoàn toàn xứng đáng với giá tiền.
1,4,3,Dùng rất thích. giao hàng quá chậm.
1,248,4,Dùng rất thích. giao hàng hơi lâu một chút.
1,69,1,Sẽ không bao giờ quay lại. hoàn toàn thất vọng.
1,99,2,Giao hàng hơi lâu một chút. mới dùng đã hỏng.
1,417,2,Chất lượng quá tệ. đóng gói tạm được.
1,493,3,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. có vài vết xước nhỏ không đáng kể.
1,287,5,Chất lượng sản phẩm tuyệt vời. giao hàng siêu nhanh.
1,258,3,Giao hàng quá chậm. hoạt động mượt mà.
1,334,2,Giao hàng hơi lâu một chút. mới dùng đã hỏng.
1,253,4,Sản phẩm tốt ngoài mong đợi. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
1,209,5,Sẽ tiếp tục ủng hộ shop. dùng rất thích.
1,350,3,Chất lượng cũng bình thường. màu sắc hơi khác so với ảnh.
1,251,3,Có vài vết xước nhỏ không đáng kể. màu sắc hơi khác so với ảnh.
1,212,5,Đóng gói cực kỳ cẩn thận. thiết kế sang trọng.
1,363,4,Đóng gói tạm được. sản phẩm tốt ngoài mong đợi.
1,430,5,Thiết kế sang trọng. shipper thân thiện.
1,227,2,Đóng gói tạm được. chất liệu rẻ tiền.
1,42,3,Tạm ổn so với giá. có vài vết xước nhỏ không đáng kể.
1,289,4,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. chất lượng sản phẩm tuyệt vời.
2,265,1,Chất lượng quá tệ. vận chuyển rất ẩu.
2,310,3,Pin rất trâu. vận chuyển rất ẩu.
2,260,2,Giao hàng hơi lâu một chút. mới dùng đã hỏng.
2,96,3,"Tạm ổn so với giá. cũng được, không có gì đặc sắc."
2,382,5,"Hàng được bọc kỹ lưỡng, không móp méo. hoàn toàn xứng đáng với giá tiền."
2,200,2,"Thời gian giao hàng chấp nhận được. mô tả một đằng, giao hàng một nẻo."
2,151,2,Đóng gói tạm được. chất lượng quá tệ.
2,330,3,Vận chuyển rất ẩu. sản phẩm tốt ngoài mong đợi.
2,27,2,"Đóng gói tạm được. mô tả một đằng, giao hàng một nẻo."
2,401,1,Giao hàng quá chậm. chất lượng quá tệ.
2,459,4,Hoạt động mượt mà. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
2,406,1,Làm mất hàng của tôi. hoàn toàn thất vọng.
2,488,5,"Chất lượng sản phẩm tuyệt vời. hàng được bọc kỹ lưỡng, không móp méo."
2,122,5,Cảm ơn shop nhiều. pin rất trâu.
2,253,3,Giao hàng hơi lâu một chút. thời gian giao hàng chấp nhận được.
2,197,5,Hoạt động mượt mà. đóng gói cực kỳ cẩn thận.
2,57,3,Thời gian giao hàng chấp nhận được. tạm ổn so với giá.
2,123,4,Giao hàng hơi lâu một chút. pin rất trâu.
2,255,5,Chất lượng sản phẩm tuyệt vời. shop trả lời tin nhắn nhanh.
2,326,3,Thời gian giao hàng chấp nhận được. màu sắc hơi khác so với ảnh.
2,304,5,"Hàng được bọc kỹ lưỡng, không móp méo. pin rất trâu."
2,36,3,Đóng gói tạm được. giao hàng hơi lâu một chút.
2,270,2,"Hộp hơi móp nhưng không ảnh hưởng sản phẩm. sản phẩm bị lỗi, không hoạt động."
2,455,1,Chất lượng quá tệ. shop không trả lời tin nhắn.
2,6,4,Sản phẩm tốt ngoài mong đợi. thời gian giao hàng chấp nhận được.
2,184,2,"Hộp hơi móp nhưng không ảnh hưởng sản phẩm. mô tả một đằng, giao hàng một nẻo."
2,478,5,Shipper thân thiện. pin rất trâu.
2,162,3,"Cũng được, không có gì đặc sắc. có vài vết xước nhỏ không đáng kể."
2,67,1,Vận chuyển rất ẩu. chất liệu rẻ tiền.
2,198,5,Đóng gói cực kỳ cẩn thận. pin rất trâu.
2,440,2,Thời gian giao hàng chấp nhận được. chất lượng quá tệ.
2,429,4,"Hộp hơi móp nhưng không ảnh hưởng sản phẩm. mẫu mã đẹp, y như hình."
2,291,1,Chất liệu rẻ tiền. giải quyết khiếu nại quá lâu.
2,215,2,"Đóng gói tạm được. sản phẩm bị lỗi, không hoạt động."
2,187,4,Thời gian giao hàng chấp nhận được. chất liệu cao cấp.
2,279,2,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. hoàn toàn thất vọng.
2,349,5,Chất lượng sản phẩm tuyệt vời. nhận hàng trong chớp mắt.
2,88,5,Giao hàng siêu nhanh. đúng như mô tả của shop.
2,390,2,Thời gian giao hàng chấp nhận được. hoàn toàn thất vọng.
2,241,5,"Hàng được bọc kỹ lưỡng, không móp méo. thiết kế sang trọng."
2,394,4,"Mẫu mã đẹp, y như hình. hộp hơi móp nhưng không ảnh hưởng sản phẩm."
2,37,4,Đúng như mô tả của shop. thời gian giao hàng chấp nhận được.
2,8,2,Chất liệu rẻ tiền. thời gian giao hàng chấp nhận được.
2,300,4,"Giao hàng hơi lâu một chút. mẫu mã đẹp, y như hình."
2,34,2,Giao hàng hơi lâu một chút. hoàn toàn thất vọng.
2,7,3,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. thời gian giao hàng chấp nhận được.
2,134,3,Giao hàng hơi lâu một chút. thời gian giao hàng chấp nhận được.
2,110,5,Shipper thân thiện. hoạt động mượt mà.
2,20,3,"Chất lượng cũng bình thường. cũng được, không có gì đặc sắc."
2,472,4,Đóng gói tạm được. đúng như mô tả của shop.
3,364,4,"Thời gian giao hàng chấp nhận được. mẫu mã đẹp, y như hình."
3,127,4,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. sản phẩm tốt ngoài mong đợi.
3,495,1,Giao hàng quá chậm. chất lượng quá tệ.
3,182,2,Mới dùng đã hỏng. thời gian giao hàng chấp nhận được.
3,202,4,Chất lượng sản phẩm tuyệt vời. thời gian giao hàng chấp nhận được.
3,262,2,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. hoàn toàn thất vọng.
3,25,3,Dùng rất thích. làm mất hàng của tôi.
3,346,5,Cảm ơn shop nhiều. hoàn toàn xứng đáng với giá tiền.
3,153,2,"Mô tả một đằng, giao hàng một nẻo. thời gian giao hàng chấp nhận được."
3,133,5,Pin rất trâu. giao hàng siêu nhanh.
3,419,2,Mới dùng đã hỏng. đóng gói tạm được.
3,89,3,Có vài vết xước nhỏ không đáng kể. thời gian giao hàng chấp nhận được.
3,15,3,Đúng như mô tả của shop. vận chuyển rất ẩu.
3,487,3,Thời gian giao hàng chấp nhận được. giao hàng hơi lâu một chút.
3,207,1,"Sẽ không bao giờ quay lại. mô tả một đằng, giao hàng một nẻo."
3,437,5,Shipper thân thiện. chất lượng sản phẩm tuyệt vời.
3,231,2,"Hộp hơi móp nhưng không ảnh hưởng sản phẩm. gửi sai mẫu, sai màu."
3,284,4,Giao hàng hơi lâu một chút. hoàn toàn xứng đáng với giá tiền.
3,383,1,Shop không trả lời tin nhắn. không như quảng cáo.
3,281,3,Làm mất hàng của tôi. chất liệu cao cấp.
3,48,5,Hoàn toàn xứng đáng với giá tiền. dịch vụ khách hàng tuyệt vời.
3,236,3,Làm mất hàng của tôi. chất lượng sản phẩm tuyệt vời.
3,52,5,"Thiết kế sang trọng. hàng được bọc kỹ lưỡng, không móp méo."
3,411,4,Thời gian giao hàng chấp nhận được. hoàn toàn xứng đáng với giá tiền.
3,406,3,Thời gian giao hàng chấp nhận được. có vài vết xước nhỏ không đáng kể.
3,71,1,"Thái độ phục vụ rất tệ. gửi sai mẫu, sai màu."
3,62,3,Giao hàng hơi lâu một chút. màu sắc hơi khác so với ảnh.
3,6,2,Đóng gói tạm được. chất lượng quá tệ.
3,31,5,Shipper thân thiện. sản phẩm tốt ngoài mong đợi.
3,425,1,Vận chuyển rất ẩu. chất liệu rẻ tiền.
3,399,4,Đúng như mô tả của shop. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
3,113,1,Hoàn toàn thất vọng. vận chuyển rất ẩu.
3,66,5,Đúng như mô tả của shop. cảm ơn shop nhiều.
3,101,3,Màu sắc hơi khác so với ảnh. đóng gói tạm được.
3,421,2,"Đóng gói tạm được. mô tả một đằng, giao hàng một nẻo."
3,205,3,Vận chuyển rất ẩu. thiết kế sang trọng.
3,190,5,Nhận hàng trong chớp mắt. hoàn toàn xứng đáng với giá tiền.
3,351,3,Vận chuyển rất ẩu. sản phẩm tốt ngoài mong đợi.
3,322,5,Đúng như mô tả của shop. đóng gói cực kỳ cẩn thận.
3,480,4,Đóng gói tạm được. đúng như mô tả của shop.
3,330,1,Làm mất hàng của tôi. chất liệu rẻ tiền.
3,43,5,"Mẫu mã đẹp, y như hình. shipper thân thiện."
3,298,4,Giao hàng hơi lâu một chút. sản phẩm tốt ngoài mong đợi.
3,300,5,"Hàng được bọc kỹ lưỡng, không móp méo. chất liệu cao cấp."
3,132,4,Chất liệu cao cấp. thời gian giao hàng chấp nhận được.
3,469,2,Thời gian giao hàng chấp nhận được. chất liệu rẻ tiền.
3,416,3,"Đóng gói sơ sài, sản phẩm bị vỡ. thiết kế sang trọng."
3,38,5,Hoạt động mượt mà. shop tư vấn rất nhiệt tình.
3,11,3,"Tạm ổn so với giá. cũng được, không có gì đặc sắc."
3,33,5,Shop trả lời tin nhắn nhanh. đúng như mô tả của shop.
4,374,5,Dùng rất thích. nhận hàng trong chớp mắt.
4,38,1,Thái độ phục vụ rất tệ. không như quảng cáo.
4,280,4,Dùng rất thích. giao hàng hơi lâu một chút.
4,482,3,Dùng rất thích. vận chuyển rất ẩu.
4,459,5,Shipper thân thiện. hoạt động mượt mà.
4,47,3,"Chất liệu cao cấp. đóng gói sơ sài, sản phẩm bị vỡ."
4,173,1,Vận chuyển rất ẩu. mới dùng đã hỏng.
4,304,3,"Cũng được, không có gì đặc sắc. hộp hơi móp nhưng không ảnh hưởng sản phẩm."
4,314,1,"Đóng gói sơ sài, sản phẩm bị vỡ. mô tả một đằng, giao hàng một nẻo."
4,457,1,"Vận chuyển rất ẩu. sản phẩm bị lỗi, không hoạt động."
4,247,3,Chất liệu cao cấp. vận chuyển rất ẩu.
4,360,5,"Thiết kế sang trọng. hàng được bọc kỹ lưỡng, không móp méo."
4,15,3,Màu sắc hơi khác so với ảnh. chất lượng cũng bình thường.
4,220,2,"Đóng gói tạm được. gửi sai mẫu, sai màu."
4,334,5,"Đóng gói cực kỳ cẩn thận. mẫu mã đẹp, y như hình."
4,84,2,Mới dùng đã hỏng. giao hàng hơi lâu một chút.
4,310,2,Không như quảng cáo. đóng gói tạm được.
4,455,3,Tạm ổn so với giá. thời gian giao hàng chấp nhận được.
4,222,3,Pin rất trâu. làm mất hàng của tôi.
4,80,3,Vận chuyển rất ẩu. chất lượng sản phẩm tuyệt vời.
4,27,3,Tạm ổn so với giá. màu sắc hơi khác so với ảnh.
4,51,5,Thiết kế sang trọng. shipper thân thiện.
4,169,1,Mới dùng đã hỏng. giải quyết khiếu nại quá lâu.
4,105,4,Chất lượng sản phẩm tuyệt vời. đóng gói tạm được.
4,498,2,Mới dùng đã hỏng. đóng gói tạm được.
4,97,2,Chất lượng quá tệ. thời gian giao hàng chấp nhận được.
4,209,4,"Mẫu mã đẹp, y như hình. giao hàng hơi lâu một chút."
4,356,2,"Hộp hơi móp nhưng không ảnh hưởng sản phẩm. mô tả một đằng, giao hàng một nẻo."
4,283,5,Đúng như mô tả của shop. shipper thân thiện.
4,369,3,Tạm ổn so với giá. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
4,473,5,"Hoàn toàn xứng đáng với giá tiền. hàng được bọc kỹ lưỡng, không móp méo."
4,373,3,Tạm ổn so với giá. đóng gói tạm được.
4,276,3,Đóng gói tạm được. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
4,135,4,Đóng gói tạm được. chất lượng sản phẩm tuyệt vời.
4,338,1,"Vận chuyển rất ẩu. mô tả một đằng, giao hàng một nẻo."
4,144,5,Giao hàng siêu nhanh. pin rất trâu.
4,152,2,Đóng gói tạm được. không như quảng cáo.
4,121,3,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. chất lượng cũng bình thường.
4,49,3,Dùng rất thích. làm mất hàng của tôi.
4,25,1,Giao hàng quá chậm. mới dùng đã hỏng.
4,201,4,"Mẫu mã đẹp, y như hình. hộp hơi móp nhưng không ảnh hưởng sản phẩm."
4,292,5,"Thiết kế sang trọng. hàng được bọc kỹ lưỡng, không móp méo."
4,281,5,Dịch vụ khách hàng tuyệt vời. đúng như mô tả của shop.
4,430,2,"Mô tả một đằng, giao hàng một nẻo. giao hàng hơi lâu một chút."
4,251,3,Thời gian giao hàng chấp nhận được. có vài vết xước nhỏ không đáng kể.
4,78,5,"Shop trả lời tin nhắn nhanh. mẫu mã đẹp, y như hình."
4,184,2,Thời gian giao hàng chấp nhận được. chất lượng quá tệ.
4,1,4,Giao hàng hơi lâu một chút. hoàn toàn xứng đáng với giá tiền.
4,218,5,Dùng rất thích. shipper thân thiện.
4,44,3,Đóng gói tạm được. giao hàng hơi lâu một chút.
5,129,4,Thiết kế sang trọng. thời gian giao hàng chấp nhận được.
5,111,2,Hoàn toàn thất vọng. giao hàng hơi lâu một chút.
5,238,5,Dùng rất thích. shop trả lời tin nhắn nhanh.
5,154,2,Giao hàng hơi lâu một chút. mới dùng đã hỏng.
5,346,4,Đúng như mô tả của shop. đóng gói tạm được.
5,266,3,Làm mất hàng của tôi. đúng như mô tả của shop.
5,422,4,Pin rất trâu. đóng gói tạm được.
5,319,3,"Cũng được, không có gì đặc sắc. màu sắc hơi khác so với ảnh."
5,203,3,Giao hàng quá chậm. đúng như mô tả của shop.
5,299,1,Chất liệu rẻ tiền. sẽ không bao giờ quay lại.
5,52,5,Đúng như mô tả của shop. nhận hàng trong chớp mắt.
5,3,5,"Hàng được bọc kỹ lưỡng, không móp méo. hoạt động mượt mà."
5,261,4,Thiết kế sang trọng. giao hàng hơi lâu một chút.
5,339,3,Pin rất trâu. giao hàng quá chậm.
5,494,3,Giao hàng quá chậm. chất liệu cao cấp.
5,431,5,Hoàn toàn xứng đáng với giá tiền. shipper thân thiện.
5,429,3,"Hoạt động mượt mà. đóng gói sơ sài, sản phẩm bị vỡ."
5,191,3,Hoàn toàn xứng đáng với giá tiền. giao hàng quá chậm.
5,287,2,Chất liệu rẻ tiền. đóng gói tạm được.
5,331,2,Chất lượng quá tệ. giao hàng hơi lâu một chút.
5,304,3,Màu sắc hơi khác so với ảnh. thời gian giao hàng chấp nhận được.
5,311,3,"Sản phẩm tốt ngoài mong đợi. đóng gói sơ sài, sản phẩm bị vỡ."
5,144,3,Chất liệu cao cấp. vận chuyển rất ẩu.
5,152,5,Cảm ơn shop nhiều. chất liệu cao cấp.
5,350,5,Shipper thân thiện. đúng như mô tả của shop.
5,55,3,Có vài vết xước nhỏ không đáng kể. chất lượng cũng bình thường.
5,246,3,Làm mất hàng của tôi. đúng như mô tả của shop.
5,32,3,"Cũng được, không có gì đặc sắc. thời gian giao hàng chấp nhận được."
5,172,3,"Chất lượng cũng bình thường. cũng được, không có gì đặc sắc."
5,141,3,Thời gian giao hàng chấp nhận được. giao hàng hơi lâu một chút.
5,327,5,"Hoàn toàn xứng đáng với giá tiền. hàng được bọc kỹ lưỡng, không móp méo."
5,166,4,"Mẫu mã đẹp, y như hình. đóng gói tạm được."
5,441,2,Đóng gói tạm được. chất lượng quá tệ.
5,133,3,"Đóng gói sơ sài, sản phẩm bị vỡ. hoàn toàn xứng đáng với giá tiền."
5,335,5,Thiết kế sang trọng. giao hàng siêu nhanh.
5,364,1,Làm mất hàng của tôi. chất lượng quá tệ.
5,487,2,Giao hàng hơi lâu một chút. chất lượng quá tệ.
5,456,5,"Chất lượng sản phẩm tuyệt vời. hàng được bọc kỹ lưỡng, không móp méo."
5,333,2,Mới dùng đã hỏng. giao hàng hơi lâu một chút.
5,96,3,Có vài vết xước nhỏ không đáng kể. màu sắc hơi khác so với ảnh.
5,76,1,"Mô tả một đằng, giao hàng một nẻo. giao hàng quá chậm."
5,264,3,Vận chuyển rất ẩu. hoàn toàn xứng đáng với giá tiền.
5,391,5,Pin rất trâu. giao hàng siêu nhanh.
5,123,2,"Sản phẩm bị lỗi, không hoạt động. giao hàng hơi lâu một chút."
5,460,4,"Mẫu mã đẹp, y như hình. đóng gói tạm được."
5,29,5,Pin rất trâu. shipper thân thiện.
5,412,5,Dùng rất thích. cảm ơn shop nhiều.
5,438,2,Không như quảng cáo. thời gian giao hàng chấp nhận được.
5,410,3,Tạm ổn so với giá. chất lượng cũng bình thường.
5,414,1,"Shop không trả lời tin nhắn. gửi sai mẫu, sai màu."
6,370,3,"Hộp hơi móp nhưng không ảnh hưởng sản phẩm. cũng được, không có gì đặc sắc."
6,51,3,Vận chuyển rất ẩu. hoạt động mượt mà.
6,463,5,Shop tư vấn rất nhiệt tình. sản phẩm tốt ngoài mong đợi.
6,131,5,Sản phẩm tốt ngoài mong đợi. nhận hàng trong chớp mắt.
6,329,3,"Hoạt động mượt mà. đóng gói sơ sài, sản phẩm bị vỡ."
6,118,4,Giao hàng hơi lâu một chút. đúng như mô tả của shop.
6,233,5,Hoạt động mượt mà. giao hàng siêu nhanh.
6,151,2,"Giao hàng hơi lâu một chút. gửi sai mẫu, sai màu."
6,135,3,Chất lượng cũng bình thường. giao hàng hơi lâu một chút.
6,237,4,Đúng như mô tả của shop. giao hàng hơi lâu một chút.
6,25,4,"Mẫu mã đẹp, y như hình. thời gian giao hàng chấp nhận được."
6,416,3,"Đóng gói sơ sài, sản phẩm bị vỡ. chất liệu cao cấp."
6,89,1,"Chất lượng quá tệ. đóng gói sơ sài, sản phẩm bị vỡ."
6,447,5,Hoạt động mượt mà. giao hàng siêu nhanh.
6,20,3,"Cũng được, không có gì đặc sắc. giao hàng hơi lâu một chút."
6,436,3,Pin rất trâu. vận chuyển rất ẩu.
6,148,2,Không như quảng cáo. giao hàng hơi lâu một chút.
6,184,1,"Vận chuyển rất ẩu. gửi sai mẫu, sai màu."
6,410,4,Hoạt động mượt mà. thời gian giao hàng chấp nhận được.
6,346,4,Thời gian giao hàng chấp nhận được. sản phẩm tốt ngoài mong đợi.
6,160,3,Chất lượng cũng bình thường. đóng gói tạm được.
6,218,3,Làm mất hàng của tôi. thiết kế sang trọng.
6,378,5,Shipper thân thiện. hoạt động mượt mà.
6,59,4,"Mẫu mã đẹp, y như hình. thời gian giao hàng chấp nhận được."
6,48,5,Pin rất trâu. nhận hàng trong chớp mắt.
6,435,3,Vận chuyển rất ẩu. đúng như mô tả của shop.
6,388,3,Có vài vết xước nhỏ không đáng kể. chất lượng cũng bình thường.
6,455,5,Đúng như mô tả của shop. shipper thân thiện.
6,23,2,"Giao hàng hơi lâu một chút. sản phẩm bị lỗi, không hoạt động."
6,4,2,"Gửi sai mẫu, sai màu. đóng gói tạm được."
6,70,4,Hộp hơi móp nhưng không ảnh hưởng sản phẩm. sản phẩm tốt ngoài mong đợi.
6,339,3,Đóng gói tạm được. có vài vết xước nhỏ không đáng kể.
6,331,1,Không như quảng cáo. giao hàng quá chậm.
6,87,1,Chất lượng quá tệ. giao hàng quá chậm.
6,168,1,"Gửi sai mẫu, sai màu. đóng gói sơ sài, sản phẩm bị vỡ."
6,183,1,Chất lượng quá tệ. giao hàng quá chậm.
6,457,3,"Đóng gói sơ sài, sản phẩm bị vỡ. hoạt động mượt mà."
6,224,3,Hoàn toàn xứng đáng với giá tiền. giao hàng quá chậm.
6,489,2,Chất liệu rẻ tiền. thời gian giao hàng chấp nhận được.
6,318,1,Không như quảng cáo. sẽ không bao giờ quay lại.
6,137,4,Đóng gói tạm được. hoạt động mượt mà.
6,449,4,Chất liệu cao cấp. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
6,375,4,Đóng gói tạm được. pin rất trâu.
6,47,2,Không như quảng cáo. hộp hơi móp nhưng không ảnh hưởng sản phẩm.
6,190,2,Hoàn toàn thất vọng. đóng gói tạm được.
6,417,3,Đúng như mô tả của shop. vận chuyển rất ẩu.
6,175,5,Shop trả lời tin nhắn nhanh. pin rất trâu.
6,93,1,"Thái độ phục vụ rất tệ. sản phẩm bị lỗi, không hoạt động."
6,58,2,Chất lượng quá tệ. đóng gói tạm được.
6,205,3,Hoàn toàn xứng đáng với giá tiền. làm mất hàng của tôi.
7,74,3,"Hoạt động mượt mà. đóng gói sơ sài, sản phẩm bị vỡ."
7,429,5,Nhận hàng trong chớp mắt. thiết kế sang trọng.
7,31,3,"Mẫu mã đẹp, y như hình. làm mất hàng của tôi."
7,353,4,Giao hàng hơi lâu một chút. hoàn toàn xứng đáng với giá tiền.
7,401,3,Pin rất trâu. giao hàng quá chậm.
7,151,3,"Thời gian giao hàng chấp nhận được. cũng được, không có gì đặc sắc."
7,104,1,Làm mất hàng của tôi. hoàn toàn thất vọng.
7,385,5,Đóng gói cực kỳ cẩn thận. đúng như mô tả của shop.
7,277,5,Nhận hàng trong chớp mắt. hoàn toàn xứng đáng với giá tiền.
7,16,3,Thiết kế sang trọng. làm mất hàng của tôi.
7,183,2,Chất liệu rẻ tiền. giao hàng hơi lâu một chút.
7,416,5,Sẽ tiếp tục ủng hộ shop. pin rất trâu.
7,231,2,Hoàn toàn thất vọng. thời gian giao hàng chấp nhận được.
7,52,3,Có vài vết xước nhỏ không đáng kể. thời gian giao hàng chấp nhận được.
7,315,5,Đúng như mô tả của shop. đóng gói cực kỳ cẩn thận.
7,444,2,Chất lượng quá tệ. giao hàng hơi lâu một chút.
7,345,5,Cảm ơn shop nhiều. hoạt động mượt mà.
7,378,5,Chất lượng sản phẩm tuyệt vời. shipper thân thiện.
